"Stkcd","Reptdt","S0701a","S0702a","S0701b","S0704c"
"000420","2024-12-31","1","吉林化纤集团有限责任公司","吉林市人民政府国有资产监督管理委员会","20.5100"
"000420","2024-12-31","2","吉林化纤集团有限责任公司","吉林市人民政府国有资产监督管理委员会","20.5100"
"000420","2025-12-31","1","吉林化纤集团有限责任公司","吉林市人民政府国有资产监督管理委员会","20.5100"
"000420","2025-12-31","2","吉林化纤集团有限责任公司","吉林市人民政府国有资产监督管理委员会","20.5100"
"000421","2024-12-31","1","南京公用控股(集团)有限公司","南京市人民政府国有资产监督管理委员会","54.0400"
"000421","2024-12-31","2","南京公用控股(集团)有限公司","南京市人民政府国有资产监督管理委员会","54.0400"
"000421","2025-12-31","1","南京公用控股(集团)有限公司","南京市人民政府国有资产监督管理委员会","54.1900"
"000421","2025-12-31","2","南京公用控股(集团)有限公司","南京市人民政府国有资产监督管理委员会","54.1900"
"000422","2024-12-31","1","湖北宜化集团有限责任公司","宜昌市人民政府国有资产监督管理委员会","24.7300"
"000422","2024-12-31","2","湖北宜化集团有限责任公司","宜昌市人民政府国有资产监督管理委员会","24.7300"
"000422","2025-12-31","1","湖北宜化集团有限责任公司","宜昌市人民政府国有资产监督管理委员会","24.4800"
"000422","2025-12-31","2","湖北宜化集团有限责任公司","宜昌市人民政府国有资产监督管理委员会","24.4800"
"000423","2024-12-31","1","华润东阿阿胶有限公司","中国华润有限公司","33.4900"
"000423","2024-12-31","2","华润东阿阿胶有限公司","国务院国有资产监督管理委员会","33.4900"
"000423","2025-12-31","1","华润东阿阿胶有限公司","中国华润有限公司","33.6900"
"000423","2025-12-31","2","华润东阿阿胶有限公司","国务院国有资产监督管理委员会","33.6900"
"000425","2024-12-31","1","徐州工程机械集团有限公司","徐州工程机械集团有限公司","20.8300"
"000425","2024-12-31","2","徐州工程机械集团有限公司","徐州市人民政府国有资产监督管理委员会","20.8300"
"000425","2025-12-31","1","徐州工程机械集团有限公司","徐州工程机械集团有限公司","20.9500"
"000425","2025-12-31","2","徐州工程机械集团有限公司","徐州工程机械集团有限公司","20.9500"
"000426","2024-12-31","1","内蒙古兴业黄金冶炼集团有限责任公司","吉兴业","27.4400"
"000426","2024-12-31","2","内蒙古兴业黄金冶炼集团有限责任公司","吉兴业","27.4400"
"000426","2025-12-31","1","内蒙古兴业集团有限公司","吉兴业","20.4600"
"000426","2025-12-31","2","内蒙古兴业集团有限公司","吉兴业","20.4600"
"000428","2024-12-31","1","湖南旅游发展投资集团有限公司","湖南省人民政府国有资产监督管理委员会","32.4800"
"000428","2024-12-31","2","湖南旅游发展投资集团有限公司","湖南省人民政府国有资产监督管理委员会","32.4800"
"000428","2025-12-31","1","湖南旅游发展投资集团有限公司","湖南省人民政府国有资产监督管理委员会","32.4800"
"000428","2025-12-31","2","湖南旅游发展投资集团有限公司","湖南省人民政府国有资产监督管理委员会","32.4800"
"000429","2024-12-31","1","广东省交通集团有限公司","广东省人民政府国有资产监督管理委员会",""
"000429","2024-12-31","2","广东省交通集团有限公司","广东省人民政府国有资产监督管理委员会",""
"000429","2025-12-31","1","广东省交通集团有限公司","广东省人民政府国有资产监督管理委员会",""
"000429","2025-12-31","2","广东省交通集团有限公司","广东省人民政府国有资产监督管理委员会",""
"000430","2024-12-31","1","张家界市经济发展投资集团有限公司","张家界市人民政府国有资产监督管理委员会","35.3000"
"000430","2024-12-31","2","张家界市经济发展投资集团有限公司","张家界市人民政府国有资产监督管理委员会","35.3000"
"000430","2025-12-31","1","张家界市经济发展投资集团有限公司","张家界市人民政府国有资产监督管理委员会","31.1400"
"000430","2025-12-31","2","张家界市经济发展投资集团有限公司","张家界市人民政府国有资产监督管理委员会","31.1400"
"000498","2024-12-31","1","山东高速集团有限公司","山东省人民政府国有资产监督管理委员会","55.6800"
"000498","2024-12-31","2","山东高速集团有限公司","山东省人民政府国有资产监督管理委员会","55.6800"
"000498","2025-12-31","1","山东高速集团有限公司","山东省人民政府国有资产监督管理委员会","55.9800"
"000498","2025-12-31","2","山东高速集团有限公司","山东省人民政府国有资产监督管理委员会","55.9800"
"000501","2024-12-31","1","武汉商联(集团)股份有限公司","武汉市人民政府国有资产监督管理委员会","27.0100"
"000501","2024-12-31","2","武汉商联(集团)股份有限公司","武汉市人民政府国有资产监督管理委员会","27.0100"
"000501","2025-12-31","1","武汉商联(集团)股份有限公司","武汉市人民政府国有资产监督管理委员会","27.0100"
"000501","2025-12-31","2","武汉商联(集团)股份有限公司","武汉市人民政府国有资产监督管理委员会","27.0100"
"000503","2024-12-31","1","中海恒实业发展有限公司","中国国新控股有限责任公司","26.4800"
"000503","2024-12-31","2","中海恒实业发展有限公司","国务院国有资产监督管理委员会","26.4800"
"000503","2025-12-31","1","中海恒实业发展有限公司","中国国新控股有限责任公司","27.5000"
"000503","2025-12-31","2","中海恒实业发展有限公司","国务院国有资产监督管理委员会","27.5000"
"000504","2024-12-31","1","湖南省财信产业基金管理有限公司","湖南省人民政府","29.7400"
"000504","2024-12-31","2","湖南省财信产业基金管理有限公司","湖南省人民政府","29.7400"
"000505","2024-12-31","1","北京粮食集团有限责任公司","北京市人民政府国有资产监督管理委员会","46.3500"
"000505","2024-12-31","2","北京粮食集团有限责任公司","北京市人民政府国有资产监督管理委员会","46.3500"
"000505","2025-12-31","1","北京粮食集团有限责任公司","北京市人民政府国有资产监督管理委员会","46.3500"
"000505","2025-12-31","2","北京粮食集团有限责任公司","北京市人民政府国有资产监督管理委员会","46.3500"
"000506","2024-12-31","1","宁波冉盛盛远投资管理合伙企业(有限合伙)","郭昌玮","0.1100"
"000506","2024-12-31","2","宁波冉盛盛远投资管理合伙企业(有限合伙),宁波梅山保税港区冉盛盛昌投资管理合伙企业(有限合伙)","郭昌玮","0.1100"
"000506","2025-12-31","1","山东招金瑞宁矿业有限公司","招远市人民政府","20.0000"
"000506","2025-12-31","2","山东招金瑞宁矿业有限公司","招远市人民政府","20.0000"
"000507","2024-12-31","1","珠海港控股集团有限公司","珠海市人民政府国有资产监督管理委员会","29.9800"
"000507","2024-12-31","2","珠海港控股集团有限公司","珠海市人民政府国有资产监督管理委员会","29.9800"
"000507","2025-12-31","1","珠海港控股集团有限公司","珠海市人民政府国有资产监督管理委员会","29.9800"
"000507","2025-12-31","2","珠海港控股集团有限公司","珠海市人民政府国有资产监督管理委员会","29.9800"
"000509","2024-12-31","1","湖北省资产管理有限公司","湖北省人民政府","29.0800"
"000509","2024-12-31","2","湖北省资产管理有限公司","湖北省人民政府","29.0800"
"000509","2025-12-31","1","湖北省资产管理有限公司","湖北省财政厅","29.0800"
"000509","2025-12-31","2","湖北省资产管理有限公司","湖北省人民政府","29.0800"
"000510","2024-12-31","1","刘江东","刘江东","15.8600"
"000510","2024-12-31","2","刘江东,四川金海马实业有限公司","刘江东","15.8600"
"000510","2025-12-31","1","刘江东","刘江东","15.8600"
"000510","2025-12-31","2","刘江东,四川金海马实业有限公司","刘江东","15.8600"
"000513","2024-12-31","1","健康元药业集团股份有限公司","朱保国","44.0700"
"000513","2024-12-31","2","健康元药业集团股份有限公司,深圳市海滨制药有限公司,天城实业有限公司","朱保国","44.0700"
"000513","2024-12-31","2","健康元药业集团股份有限公司,深圳市海滨制药有限公司,天城实业有限公司","刘广霞","10.0000"
"000513","2025-12-31","1","健康元药业集团股份有限公司","朱保国","45.2300"
"000513","2025-12-31","2","健康元药业集团股份有限公司,深圳市海滨制药有限公司,天城实业有限公司","朱保国","45.2300"
"000513","2025-12-31","2","健康元药业集团股份有限公司,深圳市海滨制药有限公司,天城实业有限公司","刘广霞","10.0000"
"000514","2024-12-31","1","重庆市城市建设投资(集团)有限公司","重庆市国有资产监督管理委员会","63.1900"
"000514","2024-12-31","2","重庆市城市建设投资(集团)有限公司","重庆市国有资产监督管理委员会","63.1900"
"000514","2025-12-31","1","重庆市城市建设投资(集团)有限公司","重庆市国有资产监督管理委员会","63.1900"
"000514","2025-12-31","2","重庆市城市建设投资(集团)有限公司","重庆市国有资产监督管理委员会","63.1900"
"000516","2024-12-31","1","陕西世纪新元商业管理有限公司","刘建申","29.9300"
"000516","2024-12-31","2","陕西世纪新元商业管理有限公司,申华控股集团有限公司","刘建申","29.9300"
"000516","2025-12-31","1","陕西世纪新元商业管理有限公司","刘建申","30.2200"
"000516","2025-12-31","2","陕西世纪新元商业管理有限公司,申华控股集团有限公司","刘建申","30.2200"
"000517","2024-12-31","1","荣安集团股份有限公司","王久芳,王丛玮父子","76.8300"
"000517","2024-12-31","2","荣安集团股份有限公司,王久芳,王丛玮","王丛玮","48.1400"
"000517","2024-12-31","2","荣安集团股份有限公司,王久芳,王丛玮","王久芳","76.6200"
"000517","2025-12-31","1","荣安集团股份有限公司","王久芳,王丛玮父子","76.8300"
"000517","2025-12-31","2","荣安集团股份有限公司,王久芳,王丛玮","王丛玮","48.1400"
"000517","2025-12-31","2","荣安集团股份有限公司,王久芳,王丛玮","王久芳","76.6200"
"000518","2024-12-31","1","福建碧水农业投资有限公司","邱为碧","27.7800"
"000518","2024-12-31","2","福建碧水农业投资有限公司","邱为碧","27.7800"
"000518","2025-12-31","1","福建碧水农业投资有限公司","邱为碧","27.7800"
"000518","2025-12-31","2","福建碧水农业投资有限公司","邱为碧","27.7800"
"000519","2024-12-31","1","豫西工业集团有限公司","中国兵器工业集团有限公司","42.3300"
"000519","2024-12-31","2","豫西工业集团有限公司","国务院国有资产监督管理委员会","42.3300"
"000519","2025-12-31","1","豫西工业集团有限公司","中国兵器工业集团有限公司","41.4400"
"000519","2025-12-31","2","豫西工业集团有限公司","国务院国有资产监督管理委员会","41.4400"
"000520","2024-12-31","1","长治市南烨实业集团有限公司","李建明","17.1100"
"000520","2024-12-31","2","长治市南烨实业集团有限公司","李建明","17.1100"
